# Tetrahedron method
       -1.2453993835        0.0000000000
       -1.1563038464        0.0000000000
       -1.0672083092        0.0000000000
       -0.9781127721        0.0000000000
       -0.8890172350        0.0000000000
       -0.7999216979        0.0000000000
       -0.7108261608        0.0000000000
       -0.6217306236        0.0000000000
       -0.5326350865        0.0000000000
       -0.4435395494        0.0000000000
       -0.3544440123        0.0000000000
       -0.2653484752        0.0000000000
       -0.1762529380        0.0000000000
       -0.0871574009        0.0000000000
        0.0019381362        0.0000000000
        0.0910336733        0.0000000000
        0.1801292105        0.0000000000
        0.2692247476        0.0007439371
        0.3583202847        0.0031107046
        0.4474158218        0.0056799067
        0.5365113589        0.0086205937
        0.6256068961        0.0118836036
        0.7147024332        0.0160309035
        0.8037979703        0.0205362954
        0.8928935074        0.0259603482
        0.9819890445        0.0314240412
        1.0710845817        0.0378289536
        1.1601801188        0.0445452876
        1.2492756559        0.0518769153
        1.3383711930        0.0599722675
        1.4274667301        0.0684242997
        1.5165622673        0.0777582596
        1.6056578044        0.0878883264
        1.6947533415        0.0980856062
        1.7838488786        0.1095457772
        1.8729444157        0.1223561296
        1.9620399529        0.1347244558
        2.0511354900        0.1493974866
        2.1402310271        0.1646800816
        2.2293265642        0.1803676313
        2.3184221013        0.1984034001
        2.4075176385        0.2176482569
        2.4966131756        0.2383188717
        2.5857087127        0.2609405645
        2.6748042498        0.2866785572
        2.7638997869        0.3142594126
        2.8529953241        0.3458240664
        2.9420908612        0.3826007458
        3.0311863983        0.4251586297
        3.1202819354        0.4765593888
        3.2093774726        0.5467837116
        3.2984730097        0.6676357332
        3.3875685468        0.7756938914
        3.4766640839        0.7591236247
        3.5657596210        0.7392567333
        3.6548551582        0.7274754025
        3.7439506953        0.7165301665
        3.8330462324        0.7110249363
        3.9221417695        0.7033178274
        4.0112373066        0.6936499649
        4.1003328438        0.6889549886
        4.1894283809        0.6813274137
        4.2785239180        0.6766690723
        4.3676194551        0.6810139431
        4.4567149922        0.5584914717
        4.5458105294        0.5010111565
        4.6349060665        0.4666787288
        4.7240016036        0.4342662547
        4.8130971407        0.4151205999
        4.9021926778        0.3916787652
        4.9912882150        0.3785913900
        5.0803837521        0.3660026018
        5.1694792892        0.3521797595
        5.2585748263        0.3450659398
        5.3476703634        0.3385417168
        5.4367659006        0.3286637737
        5.5258614377        0.3248151111
        5.6149569748        0.3203195397
        5.7040525119        0.3260182682
        5.7931480490        0.3345373667
        5.8822435862        0.3409306554
        5.9713391233        0.3600642953
        6.0604346604        0.3700111095
        6.1495301975        0.3772784445
        6.2386257347        0.3878029368
        6.3277212718        0.3964901887
        6.4168168089        0.2972963768
        6.5059123460        0.2440806380
