# Tetrahedron method
        9.9806382937        0.1486547040        0.1486547040
       10.0697338308        0.1603708992        0.1603708992
       10.1588293680        0.1753905673        0.1753905673
       10.2479249051        0.1966863383        0.1966863383
       10.3370204422        0.2320164693        0.2320164693
       10.4261159793        0.3494498709        0.3494498709
       10.5152115164        0.2575374978        0.2575374978
       10.6043070536        0.1943488381        0.1943488381
       10.6934025907        0.1611018135        0.1611018135
       10.7824981278        0.1424192016        0.1424192016
       10.8715936649        0.1143262086        0.1143262086
       10.9606892020        0.0931568335        0.0931568335
       11.0497847392        0.0592951907        0.0592951907
       11.1388802763        0.0451397730        0.0451397730
       11.2279758134        0.0409707719        0.0409707719
       11.3170713505        0.0496273635        0.0496273635
       11.4061668876        0.0628829011        0.0628829011
       11.4952624248        0.0870857774        0.0870857774
       11.5843579619        0.1320048805        0.1320048805
       11.6734534990        0.1973290036        0.1973290036
       11.7625490361        0.2210438962        0.2210438962
       11.8516445732        0.2383670264        0.2383670264
       11.9407401104        0.2714091223        0.2714091223
       12.0298356475        0.2741367501        0.2741367501
       12.1189311846        0.2299167522        0.2299167522
       12.2080267217        0.2034224087        0.2034224087
       12.2971222589        0.1866762482        0.1866762482
       12.3862177960        0.1746906652        0.1746906652
       12.4753133331        0.1668522523        0.1668522523
       12.5644088702        0.1604667298        0.1604667298
       12.6535044073        0.1549246361        0.1549246361
       12.7425999445        0.1505581273        0.1505581273
       12.8316954816        0.1462971173        0.1462971173
       12.9207910187        0.1427445927        0.1427445927
       13.0098865558        0.1394207098        0.1394207098
       13.0989820929        0.1362623454        0.1362623454
       13.1880776301        0.1334199764        0.1334199764
       13.2771731672        0.1307455722        0.1307455722
       13.3662687043        0.1281003257        0.1281003257
       13.4553642414        0.2348370363        0.2348370363
       13.5444597785        0.3499380684        0.3499380684
       13.6335553157        0.4845986462        0.4845986462
       13.7226508528        0.6968835521        0.6968835521
       13.8117463899        0.9968866138        0.9968866138
       13.9008419270        1.0553349663        1.0553349663
       13.9899374641        1.1247459183        1.1247459183
       14.0790330013        1.1978161453        1.1978161453
       14.1681285384        1.2584948100        1.2584948100
       14.2572240755        1.3106902845        1.3106902845
       14.3463196126        0.9914653754        0.9914653754
       14.4354151497        0.7452832915        0.7452832915
       14.5245106869        0.6063293867        0.6063293867
       14.6136062240        0.5078948206        0.5078948206
       14.7027017611        0.4275056103        0.4275056103
       14.7917972982        0.3565035887        0.3565035887
       14.8808928353        0.2887445036        0.2887445036
       14.9699883725        0.2150200940        0.2150200940
       15.0590839096        0.1062933905        0.1062933905
       15.1481794467        0.0000000000        0.0000000000
       15.2372749838        0.0000000000        0.0000000000
       15.3263705210        0.0000000000        0.0000000000
       15.4154660581        0.0000000000        0.0000000000
       15.5045615952        0.0000000000        0.0000000000
       15.5936571323        0.0000000000        0.0000000000
       15.6827526694        0.0000000000        0.0000000000
       15.7718482066        0.0000000000        0.0000000000
       15.8609437437        0.0000000000        0.0000000000
       15.9500392808        0.0000000000        0.0000000000
       16.0391348179        0.0000000000        0.0000000000
       16.1282303550        0.0000000000        0.0000000000
       16.2173258922        0.0000000000        0.0000000000
       16.3064214293        0.0000000000        0.0000000000
       16.3955169664        0.0000000000        0.0000000000
       16.4846125035        0.0000000000        0.0000000000
       16.5737080406        0.0000000000        0.0000000000
