# Tetrahedron method
       -1.2451439632        0.0000000000
       -1.1560600975        0.0000000000
       -1.0669762317        0.0000000000
       -0.9778923660        0.0000000000
       -0.8888085003        0.0000000000
       -0.7997246346        0.0000000000
       -0.7106407688        0.0000000000
       -0.6215569031        0.0000000000
       -0.5324730374        0.0000000000
       -0.4433891716        0.0000000000
       -0.3543053059        0.0000000000
       -0.2652214402        0.0000000000
       -0.1761375744        0.0000000000
       -0.0870537087        0.0000000000
        0.0020301570        0.0000000000
        0.0911140228        0.0000000000
        0.1801978885        0.0000000000
        0.2692817542        0.0007437615
        0.3583656200        0.0031098338
        0.4474494857        0.0056780879
        0.5365333514        0.0086175032
        0.6256172172        0.0118789638
        0.7147010829        0.0160240758
        0.8037849486        0.0205267149
        0.8928688144        0.0259495358
        0.9819526801        0.0314105788
        1.0710365458        0.0378135725
        1.1601204115        0.0445258931
        1.2492042773        0.0518567131
        1.3382881430        0.0599471219
        1.4273720087        0.0683997036
        1.5164558745        0.0777288339
        1.6055397402        0.0878596597
        1.6946236059        0.0980529077
        1.7837074717        0.1095132396
        1.8727913374        0.1223209952
        1.9618752031        0.1346881783
        2.0509590689        0.1493607764
        2.1400429346        0.1646413642
        2.2291268003        0.1803369162
        2.3182106661        0.1983677635
        2.4072945318        0.2176220374
        2.4963783975        0.2382929581
        2.5854622633        0.2609179263
        2.6745461290        0.2866670898
        2.7636299947        0.3142603051
        2.8527138605        0.3458289547
        2.9417977262        0.3826227454
        3.0308815919        0.4252012832
        3.1199654577        0.4766193410
        3.2090493234        0.5468796326
        3.2981331891        0.6677207506
        3.3872170548        0.7760241273
        3.4763009206        0.7594227141
        3.5653847863        0.7395600201
        3.6544686520        0.7277972125
        3.7435525178        0.7168608874
        3.8326363835        0.7113644860
        3.9217202492        0.7036690999
        4.0108041150        0.6940053110
        4.0998879807        0.6893226444
        4.1889718464        0.6816922970
        4.2780557122        0.6770420212
        4.3671395779        0.6818097395
        4.4562234436        0.5582532645
        4.5453073094        0.5009634904
        4.6343911751        0.4666620588
        4.7234750408        0.4342851025
        4.8125589066        0.4151462427
        4.9016427723        0.3916623718
        4.9907266380        0.3786435501
        5.0798105038        0.3660453010
        5.1688943695        0.3522200323
        5.2579782352        0.3451368497
        5.3470621009        0.3385636882
        5.4361459667        0.3287253596
        5.5252298324        0.3248777725
        5.6143136981        0.3203952461
        5.7033975639        0.3261575707
        5.7924814296        0.3346749767
        5.8815652953        0.3411093910
        5.9706491611        0.3602336815
        6.0597330268        0.3701847687
        6.1488168925        0.3774509746
        6.2379007583        0.3880304328
        6.3269846240        0.3966732202
        6.4160684897        0.2969519805
        6.5051523555        0.2438289716
        6.5942362212        0.2030405676
        6.6833200869        0.1635176928
        6.7724039527        0.1146394361
        6.8614878184        0.0657971681
        6.9505716841        0.0682606886
        7.0396555499        0.0706701994
        7.1287394156        0.0734924595
        7.2178232813        0.0764234182
        7.3069071471        0.0792984805
        7.3959910128        0.0821210916
        7.4850748785        0.0853752938
        7.5741587442        0.0888167400
        7.6632426100        0.0921561685
        7.7523264757        0.0954535917
        7.8414103414        0.0994056089
        7.9304942072        0.1033947313
        8.0195780729        0.1072309431
        8.1086619386        0.1113524416
        8.1977458044        0.1160510327
        8.2868296701        0.1206028337
        8.3759135358        0.1251246374
        8.4649974016        0.1305045496
        8.5540812673        0.1359665118
        8.6431651330        0.1412542596
        8.7322489988        0.1473279708
        8.8213328645        0.1537363279
        8.9104167302        0.1600876975
        8.9995005960        0.1671968381
        9.0885844617        0.1749575699
        9.1776683274        0.1824845149
        9.2667521932        0.1912065959
        9.3558360589        0.2004756944
        9.4449199246        0.2098734239
        9.5340037903        0.2211924620
        9.6230876561        0.2328725090
        9.7121715218        0.2455605738
        9.8012553875        0.2606688127
        9.8903392533        0.2768078444
        9.9794231190        0.2970185220
       10.0685069847        0.3204168023
       10.1575908505        0.3503134932
       10.2466747162        0.3927100367
       10.3357585819        0.4627583380
       10.4248424477        0.6935575753
       10.5139263134        0.5182910375
       10.6030101791        0.3897728795
       10.6920940449        0.3230602427
       10.7811779106        0.2871118943
       10.8702617763        0.2292838351
       10.9593456421        0.1875114951
       11.0484295078        0.1191338542
       11.1375133735        0.0906190433
       11.2265972393        0.0813481097
       11.3156811050        0.0987952136
       11.4047649707        0.1251646558
       11.4938488365        0.1724977402
       11.5829327022        0.2610956279
